"";"clave";"cod_municipio";"municipio";"anio";"fecha";"mes";"dia_semana";"rango_hora";"edad";"sexo";"escolaridad";"estado_civil";"mecanismo_causal";"agresor";"circunstancia";"deficit_cuantitativo";"deficit_cualitativo";"deficit_habitacional";"valor_agregado_2019";"valor_agregado_2020";"total_hombres";"total_mujeres";"total_poblacion";"porcentaje_pobl_hombres";"porcentaje_pobl_mujeres";"energia_electrica";"internet";"pobreza_multi_2018";"analfabetismo";"bajo_logro_educativo";"trabajo_informal"
"1479";"08001:2021";"08001";"barranquilla";"2021";"2021-07-26";"7";"1";NA;"37.000";"hombre";"2";"2";"corto punzante";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1480";"08758:2021";"08758";"soledad";"2021";"2021-07-26";"7";"1";NA;"19.000";"hombre";"2";"2";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1481";"08001:2021";"08001";"barranquilla";"2021";"2021-07-25";"7";"7";NA;"61.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1482";"08433:2021";"08433";"malambo";"2021";"2021-07-27";"7";"2";NA;"32.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1483";"08433:2021";"08433";"malambo";"2021";"2021-07-27";"7";"2";NA;"22.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1484";"08001:2021";"08001";"barranquilla";"2021";"2021-07-28";"7";"3";NA;"80.000";"mujer";NA;NA;"sofocacion por obstruccion de via aerea alta";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1485";"08001:2021";"08001";"barranquilla";"2021";"2021-07-28";"7";"3";NA;"57.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1486";"08758:2021";"08758";"soledad";"2021";"2021-07-28";"7";"3";NA;"22.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1487";"08001:2021";"08001";"barranquilla";"2021";"2021-07-29";"7";"4";NA;"41.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1488";"08758:2021";"08758";"soledad";"2021";"2021-07-30";"7";"5";NA;"25.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1489";"08758:2021";"08758";"soledad";"2021";"2021-07-30";"7";"5";NA;"29.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1490";"08638:2021";"08638";"sabanalarga";"2021";"2021-07-31";"7";"6";NA;"31.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1491";"08758:2021";"08758";"soledad";"2021";"2021-07-31";"7";"6";NA;"49.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1492";"08758:2021";"08758";"soledad";"2021";"2021-07-31";"7";"6";NA;"25.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1493";"08001:2021";"08001";"barranquilla";"2021";"2021-07-31";"7";"6";"3";"19.000";"hombre";"2";"2";"corto punzante";"delincuencia comun";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1494";"08758:2021";"08758";"soledad";"2021";"2021-07-31";"7";"6";NA;"17.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1495";"08758:2021";"08758";"soledad";"2021";"2021-08-01";"8";"7";"1";"25.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1496";"08001:2021";"08001";"barranquilla";"2021";"2021-08-01";"8";"7";"4";"30.000";"hombre";NA;"1";"corto punzante";"conocido sin ningun trato";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1497";"08758:2021";"08758";"soledad";"2021";"2021-08-01";"8";"7";"4";"17.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1498";"08758:2021";"08758";"soledad";"2021";"2021-08-02";"8";"1";"1";"33.000";"hombre";NA;"1";"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1499";"08001:2021";"08001";"barranquilla";"2021";"2021-08-02";"8";"1";"2";"33.000";"hombre";NA;NA;"contundente";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1500";"08001:2021";"08001";"barranquilla";"2021";"2021-08-02";"8";"1";"4";"26.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1501";"08433:2021";"08433";"malambo";"2021";"2021-08-02";"8";"1";"3";"53.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1502";"08758:2021";"08758";"soledad";"2021";"2021-08-03";"8";"2";"2";"27.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1503";"08758:2021";"08758";"soledad";"2021";"2021-08-03";"8";"2";"2";"43.000";"hombre";"1";"2";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1504";"08001:2021";"08001";"barranquilla";"2021";"2021-07-17";"7";"6";NA;"46.000";"hombre";"2";NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1505";"08001:2021";"08001";"barranquilla";"2021";"2021-08-05";"8";"4";"2";"39.000";"hombre";"1";"2";"contundente";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1506";"08001:2021";"08001";"barranquilla";"2021";"2021-08-03";"8";"2";"3";"48.000";"hombre";NA;NA;"proyectil de arma de fuego";"policia";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1507";"08001:2021";"08001";"barranquilla";"2021";"2021-08-05";"8";"4";"4";"20.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1508";"08573:2021";"08573";"puerto colombia";"2021";"2021-08-05";"8";"4";"4";"47.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 7.31";"29.81";"37.11";" 1.3921859";" 1.3072341";" 34490";" 26519";"  51695";"48.70103";"51.29897";"0.9878822";"0.595";"14.4";" 5.2";"23.4";"80.7"
"1509";"08433:2021";"08433";"malambo";"2021";"2021-08-05";"8";"4";"4";"32.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1510";"08758:2021";"08758";"soledad";"2021";"2021-08-06";"8";"5";"3";"22.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1511";"08001:2021";"08001";"barranquilla";"2021";"2021-08-06";"8";"5";"4";"34.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1512";"08001:2021";"08001";"barranquilla";"2021";"2021-08-06";"8";"5";"4";"48.000";"hombre";"2";"1";"corto contundente";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1513";"08758:2021";"08758";"soledad";"2021";"2021-08-06";"8";"5";"1";"34.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1514";"08001:2021";"08001";"barranquilla";"2021";"2021-08-08";"8";"7";"2";"29.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1515";"08758:2021";"08758";"soledad";"2021";"2021-08-06";"8";"5";"3";"24.000";"hombre";"2";"2";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1516";"08001:2021";"08001";"barranquilla";"2021";"2021-08-08";"8";"7";"4";"25.000";"hombre";"2";"1";"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1517";"08001:2021";"08001";"barranquilla";"2021";"2021-08-08";"8";"7";"4";"36.000";"hombre";"1";NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1518";"08433:2021";"08433";"malambo";"2021";"2021-08-04";"8";"3";"4";"25.000";"hombre";"1";"2";"contundente";"conocido sin ningun trato";"rina";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1519";"08001:2021";"08001";"barranquilla";"2021";"2021-08-10";"8";"2";"3";"17.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1520";"08001:2021";"08001";"barranquilla";"2021";"2021-08-13";"8";"5";"1";"25.000";"hombre";NA;NA;"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1521";"08001:2021";"08001";"barranquilla";"2021";"2021-08-12";"8";"4";"4";"22.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1522";"08001:2021";"08001";"barranquilla";"2021";"2021-08-14";"8";"6";"2";"31.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1523";"08001:2021";"08001";"barranquilla";"2021";"2021-08-14";"8";"6";"4";"28.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1524";"08001:2021";"08001";"barranquilla";"2021";"2021-08-14";"8";"6";"4";"29.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1525";"08758:2021";"08758";"soledad";"2021";"2021-08-06";"8";"5";"3";"26.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1526";"08001:2021";"08001";"barranquilla";"2021";"2021-08-15";"8";"7";"3";"32.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1527";"08001:2021";"08001";"barranquilla";"2021";"2021-08-15";"8";"7";"4";"35.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1528";"08001:2021";"08001";"barranquilla";"2021";"2021-08-15";"8";"7";"4";"19.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1529";"08001:2021";"08001";"barranquilla";"2021";"2021-08-15";"8";"7";NA;"25.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1530";"08758:2021";"08758";"soledad";"2021";"2021-08-16";"8";"1";"1";"33.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1531";"08758:2021";"08758";"soledad";"2021";"2021-08-16";"8";"1";"1";"23.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1532";"08001:2021";"08001";"barranquilla";"2021";"2021-08-17";"8";"2";"3";"45.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1533";"08758:2021";"08758";"soledad";"2021";"2021-08-17";"8";"2";"4";"25.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1534";"08758:2021";"08758";"soledad";"2021";"2021-08-17";"8";"2";"4";"34.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1535";"08758:2021";"08758";"soledad";"2021";"2021-08-17";"8";"2";"4";"22.000";"hombre";NA;"2";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1536";"08758:2021";"08758";"soledad";"2021";"2021-08-17";"8";"2";"4";"55.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1537";"08433:2021";"08433";"malambo";"2021";"2021-08-19";"8";"4";"2";"25.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"rina";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1538";"08001:2021";"08001";"barranquilla";"2021";"2021-08-19";"8";"4";"3";"25.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1539";"08001:2021";"08001";"barranquilla";"2021";"2021-08-20";"8";"5";"4";"22.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1540";"08001:2021";"08001";"barranquilla";"2021";"2021-08-21";"8";"6";"4";"20.000";"hombre";"2";"1";"corto punzante";"agresor desconocido";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1541";"08001:2021";"08001";"barranquilla";"2021";"2021-08-22";"8";"7";"1";"38.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1542";"08001:2021";"08001";"barranquilla";"2021";"2021-08-22";"8";"7";NA;"21.000";"hombre";NA;"2";"proyectil de arma de fuego";"policia";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1543";"08001:2021";"08001";"barranquilla";"2021";"2021-08-23";"8";"1";NA;"21.000";"hombre";NA;"1";"proyectil de arma de fuego";"policia";"intervencion_estado";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1544";"08758:2021";"08758";"soledad";"2021";"2021-08-23";"8";"1";"2";"25.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1545";"08001:2021";"08001";"barranquilla";"2021";"2021-08-24";"8";"2";"3";"28.000";"hombre";"2";"1";"proyectil de arma de fuego";"pandillas";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1546";"08758:2021";"08758";"soledad";"2021";"2021-08-26";"8";"4";"3";"26.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
